address	label	balance	total_received_BTC	total_sent_BTC	total_received_USD	total_sent_USD	transaction_fee	transaction_fee_Variance	transaction_number	payment_transactions	receipt_transactions	first_time	last_time	lifetime	total_output_slots	total_input_slots	activity_w	activity_d	activity_time	max_sent_amount	min_sent_amount	max_received_amount	min_received_amount	received_Variance_BTC	sent_Variance_BTC	received_Variance_USD	sent_Variance_USD	max_sent_transaction_id	min_sent_transaction_id	max_received_transaction_id	min_received_transaction_id	sent_counters	received_counters	watchback_checked	gs_checked
112b2rLHpqs6fjmpvxmEEghhDWTY6HL1v3	Blackmail Scam	0.0	6062184.0	6062184.0	3914.723404	3829.860272	31131.0	15367968.0	5	2	3	2024/3/2 7:10	2024/3/5 21:04	309252.0	3	3	3	2	3	2088860.0	1895324.0	2088860.0	1895324.0	7882738208.0	7882738208.0	387.1201967	2608.04053	d423523e5b0ffd73e83536f8cbb48d5e67c951977674857089e9886161120303	d423523e5b0ffd73e83536f8cbb48d5e67c951977674857089e9886161120303	bec8fcfceb485bdfe04b03e5f9e8b187d1507d4b690f7cb7f4761ccc431a2a4e	c613526309060446a1558320c266be167657126e29f8a1a8dfe279b27b7895cc	3	3	-1	-1
112bcdCLsCai4PkMBU8QozLd8y8UYzSKRd	Impersonation Scam	0.0	672495.0	672495.0	466.9966679	466.9966679	6384.0	0.0	3	1	2	2024/3/27 17:16	2024/3/27 20:23	11161.0	2	2	1	1	1	600000.0	72495.0	600000.0	72495.0	69565381256.0	69565381256.0	33546.14453	33546.14453	52a401d7e8b7f961fc07c9ee92d6eec2129ea925c7a8ca3e6d6ad28d67da132f	52a401d7e8b7f961fc07c9ee92d6eec2129ea925c7a8ca3e6d6ad28d67da132f	a477fb1c5e36f70a715dd264f4a614994e1b4eb12907c219c6d2edf0cc08ae0a	8ca2a404ec1baebe539aa293faa7fe4372e38d012ebafd41b89b628dec4e6899	2	4	-1	-1
112bgquxJZDPuQiXG8tsS7B8ER6rEetrAw	Ransomware	0.0	50000000.0	50000000.0	214.726	210.6588	6947.711538	2847299.29	4	2	2	2016/2/18 21:15	2016/2/24 12:20	486354.0	2	2	2	2	4	25600000.0	24400000.0	25600000.0	24400000.0	360000000000.0	360000000000.0	0.26563716	4.79872836	c083fb4fb6d232dfa66d5bc3f3175e87a17883ceb1081d2c33b7ec5e57904df0	38145e087373e504e92a8b9a28d61fa32f7f722863c6c32e2560efaac1417687	5ee45f86e054a5b416f3ceeb56036c6aaae97613cfbd8bc05c6e63037e30e4c0	6e6f7dc6b63ad14ea3eea812ebe6d4326aaa4176c6c6f10bd45482d264223332	4	4	-1	1
112gHCkHf4qBJMcSxFcGEr5csAe4D3M1Vx	Blackmail Scam	0.0	19112110.0	19112110.0	936.9520806	1016.917149	14322.0	0.0	2	1	1	2019/4/4 8:36	2019/4/30 15:08	2269906.0	1	1	1	1	2	19112110.0	19112110.0	19112110.0	19112110.0	0.0	0.0	0.0	0.0	b243e457919cc9e460cfd21126c1824452e9298038a03a1139f8e688c9349d74	b243e457919cc9e460cfd21126c1824452e9298038a03a1139f8e688c9349d74	860ff475c07dc452714ef8c89612963c47c845b3df5b4df1f1c33b8af997b7ed	860ff475c07dc452714ef8c89612963c47c845b3df5b4df1f1c33b8af997b7ed	1	1	1	-1
112hbZ8v9Y6rWtAQPxnRaWpHLUn9bBXiug	Sextortion Scam	0.0	4746800.0	4746800.0	3135.424632	3174.534904	8935.5	139315.5625	4	2	2	2024/3/10 15:16	2024/5/7 11:57	4999283.0	2	2	2	2	4	2382000.0	2364800.0	2382000.0	2364800.0	73960000.0	73960000.0	3990.10453	10580.14623	0a3521294438a13e7414563724c0fedee624c8e380806aa2e8a44b8762dfaf1b	5d218797f5fd56c142a7b0037fbcc56118a02c693ccb79cb25e1899c89ef1f94	68c0a136b4a3d0847b880323f753761fc7b7a3424034a4a4ccbd3e6dd6b232a7	0a602ec0937d52109c1c6b69a9ce86370638058c3c2b6d25a2f7e6c6978dcb73	7	2	-1	-1
112hhkm96952RHTNEtfgMCaddTJLmwbaUf	Investment Scam	0.0	130000.0	130000.0	72.73331	75.50062	10182.95281	0.0	2	1	1	2021/4/7 9:37	2021/4/8 9:55	87480.0	1	1	1	1	2	130000.0	130000.0	130000.0	130000.0	0.0	0.0	0.0	0.0	489cc14e8c57f7787c9e7146cbcb810ca03679eaa9f9c0af93d8fc9e6bc1a5a7	489cc14e8c57f7787c9e7146cbcb810ca03679eaa9f9c0af93d8fc9e6bc1a5a7	ff68d3c1228ac519fd0f67f1ebcb40037cb5868204f1a0c3910ac5ffe82130b9	ff68d3c1228ac519fd0f67f1ebcb40037cb5868204f1a0c3910ac5ffe82130b9	2	2	-1	-1
112ht2afuq7CNmbAVQCvxWNPVdTFMYq2Hp	Romance Scam	418574.0	12378262057.0	12377843483.0	4619913.114	4450990.022	25249062.0	15259408.64	11220	2146	9074	2021/3/8 22:03	2024/4/6 8:20	97150617.0	9077	9070	801	607	832	152753686.0	547.0	152753686.0	547.0	21000000000000.0	53500000000000.0	2904472.662	6954191.085	1d546743251fcbb4e190e8e53095b0b3f3079fae02982fcf0455bafc57a81079	9886253012b0f540ec6b42eef0570098caaac1b6ee76d7b4feda30a6ad48741c	0838f8c78f24d07f6b0f87a3b51f41df48ab6233d7e8bc099ad8b89d707bc73d	bd2272c3ac0497ff55457f96d658a704833042a93e1e51b5e99d7e08331768b3	36219	14806	-1	-1
112igisnkkrR2rPgujxhBkTELajuNYxq8Z	Ransomware	0.0	1000975.0	1000975.0	6.717543225	6.6504779	6692.119048	0.0	2	1	1	2016/7/19 10:24	2016/7/20 12:50	95155.0	1	1	1	1	2	1000975.0	1000975.0	1000975.0	1000975.0	0.0	0.0	0.0	0.0	56ceaf4ef76324732243f30283c9beac7176009a059c3ceb58978c93038c1239	56ceaf4ef76324732243f30283c9beac7176009a059c3ceb58978c93038c1239	8ae1e69097db777ed611a68496021c6edd98c0bbff512b277b13b7a2626e92b3	8ae1e69097db777ed611a68496021c6edd98c0bbff512b277b13b7a2626e92b3	35	2	-1	1
112uqsxthsgX3bBSJzTaZngaNQhPfHnoa6	Other	0.0	13829000.0	13829000.0	6799.677813	7202.032568	11286.0	0.0	3	1	2	2021/2/16 22:22	2021/2/17 3:32	18619.0	2	2	1	1	2	12446000.0	1383000.0	12446000.0	1383000.0	30600000000000.0	30600000000000.0	7397431.47	8298783.64	28febdf17acb02dc653d24b92f3cad24b1fb2d4be9d6cfd2cd74fac02504ed82	28febdf17acb02dc653d24b92f3cad24b1fb2d4be9d6cfd2cd74fac02504ed82	36fb479c7408d2ccc7e82c1ebf0d83b39156570898bb66527ebfa6502c8c6a20	e0a4f6332f26a960bad723a38eb0ccc1457d46131bcb6cb97edd2c937b3b86ee	2	2	-1	-1
112wjYgWapZU8gTPR7hLoKq8iEh496vKxP	Ransomware	0.0	550000000.0	550000000.0	3325.85	3363.8	10293.51852	0.0	2	1	1	2016/9/29 21:25	2016/10/3 6:59	293630.0	1	1	1	1	2	550000000.0	550000000.0	550000000.0	550000000.0	0.0	0.0	0.0	0.0	ba030bf09c6824b25f97d6ad39e30bdc2cd88dd843069ab3209cec2aa07d65d4	ba030bf09c6824b25f97d6ad39e30bdc2cd88dd843069ab3209cec2aa07d65d4	aee298246c3f4df6673981c1ac2df4c8d3ecf0174f40271b3271303c8792e229	aee298246c3f4df6673981c1ac2df4c8d3ecf0174f40271b3271303c8792e229	2	2	-1	1
112yZpAs3Va6az6JTKZ7iQZEAWdvD5DYoj	Ransomware	0.0	521700000.0	521700000.0	100013.5419	95609.8722	15300.0	0.0	2	1	1	2020/12/7 18:59	2020/12/8 1:08	22159.0	1	1	1	1	2	521700000.0	521700000.0	521700000.0	521700000.0	0.0	0.0	0.0	0.0	32c00f42daa3e94f283f457eaf7657d500b423fbe723c8a9655e7083f792c57a	32c00f42daa3e94f283f457eaf7657d500b423fbe723c8a9655e7083f792c57a	6195dbe29f0222ba06fcd29ad5933f001f118bcc434f669e9c18afd9352aa80b	6195dbe29f0222ba06fcd29ad5933f001f118bcc434f669e9c18afd9352aa80b	2	2	-1	1
1131P1hjj7h9NinHRCkNwGFifK4gGoe5EF	Ransomware	0.0	500000000.0	500000000.0	2117.5	2136.5	1979.337662	0.0	2	1	1	2016/2/25 8:21	2016/2/26 13:34	105152.0	1	1	1	1	2	500000000.0	500000000.0	500000000.0	500000000.0	0.0	0.0	0.0	0.0	9a721bf36417817649a3f2a05bfad32da10f6f9bce4ece4823b36b1db6d79b6e	9a721bf36417817649a3f2a05bfad32da10f6f9bce4ece4823b36b1db6d79b6e	f93bf60f6b7b04c6b101e6eec0ad334110efe9281d7a8b15b970b21fe6359d3d	f93bf60f6b7b04c6b101e6eec0ad334110efe9281d7a8b15b970b21fe6359d3d	4	2	-1	1
1131UugQ9WikBruwRLGJpm7C1Boxcmwebz	Sextortion Scam	0.0	3925056.0	3925056.0	2850.577761	2841.11694	16426.0	910287.66	9	4	5	2024/3/11 13:12	2024/3/24 8:46	1107266.0	5	5	4	4	5	1995507.0	15000.0	1995507.0	15000.0	480000000000.0	454000000000.0	256456.3253	245094.7529	cf21da357f436f19eb5982b117893a378db416dea17fc81a00f5c188c8724118	5d218797f5fd56c142a7b0037fbcc56118a02c693ccb79cb25e1899c89ef1f94	26e91a6c9fb801d446c1b8e2e60e186ec71a59a31bb9c0f6dcef3cac6eed3a14	cb352e806cfb6f375a89ef59e6cffba1657e90d60265c55d7d7871a916f9b337	9	5	-1	-1
1131uSp9Aq2vf5kfxUCaP68nFsBoSoKByk	Blackmail Scam	0.0	430726517.0	430726517.0	51870.78995	52486.34211	1714480.0	116021349.5	117	50	111	2020/9/27 17:13	2020/11/13 12:26	4043608.0	111	111	34	19	35	53137394.0	547.0	53137394.0	547.0	82200000000000.0	99500000000000.0	1048909.907	1281951.178	1bec9fda2f7767b02fa185310145f14850662ff54c6369cb560fc61c7b2b2f33	b31089a9ec92dac40ac1b5a36d55aacb100edb37e88c2e3f14804056bb555caa	52d011cccf4bd81720b8814b9cd62f613cd54ea746282c08897c063159ba2f16	af2382a83f24a2ddd4764956d20426d6f3c75da9e676eecd35e1f9dfea453bdf	179	111	1	-1
1134QnHoxLJh69kcVyR43NP1FcnUtnfs3a	Investment Scam	0.0	666240.0	666240.0	316.4585188	304.9855515	121914.2884	71204743.73	25	12	13	2021/2/26 7:29	2021/10/30 20:07	21299901.0	13	13	13	11	22	64409.0	45926.0	64409.0	45926.0	22696445.25	24043092.15	23.5569762	15.04711097	4f3c05e5fc54fa2d31d2fd271bfc1b7e6daab29e3be3470b2588b75c8f190c1e	c3108dd173e2d3ba4dde0d43cd47032552281da796b749b5a0864bf8ae6460d3	a11c8d4e5996f484c1fdf89034463d93582cbb15e6440ccfcb5dcc7109f2eb8c	c40937d48d3813a9783fb73abc8bb42a32ea1b710daae35118800229ba14e5c5	13	22	-1	-1
1136MFiqBmoVWpqWr1okF3D5XMabwVLB5z	Ransomware	0.0	101000000.0	101000000.0	431.977	439.249	3668.638889	0.0	2	1	1	2016/4/18 10:42	2016/4/19 9:22	81575.0	1	1	1	1	2	101000000.0	101000000.0	101000000.0	101000000.0	0.0	0.0	0.0	0.0	7b172629e8e9c32840a30716845af5ecda2819b3bd94e182bbae983a8bfff7b4	7b172629e8e9c32840a30716845af5ecda2819b3bd94e182bbae983a8bfff7b4	5adc84cc44187b3681b33773325423dc2ece54048bf1cf974d42a9ffaf1277f2	5adc84cc44187b3681b33773325423dc2ece54048bf1cf974d42a9ffaf1277f2	1	2	-1	1
1136NPxiQgXe7a4hXoUmD8XwuUyBrwBjni	Social Media Scam	0.0	3068000.0	3068000.0	260.697164	260.697164	681.0	0.0	2	1	1	2019/11/16 20:43	2019/11/16 21:12	1703.0	1	1	1	1	1	3068000.0	3068000.0	3068000.0	3068000.0	0.0	0.0	0.0	0.0	7d8c4612c0679cd79fbe71f94ef98975e4d561deccb7ec0100a475391f05dcac	7d8c4612c0679cd79fbe71f94ef98975e4d561deccb7ec0100a475391f05dcac	afce70ea588ad35b58071e7874beee450008ecedb8ed90a4d78384112fbb346f	afce70ea588ad35b58071e7874beee450008ecedb8ed90a4d78384112fbb346f	1	2	1	-1
11382a48qWatCiSqVNBFzuKN91M7Dcdev	Ransomware	0.0	50000000.0	50000000.0	204.35	205.55	775.9659091	0.0	2	1	1	2016/3/19 1:30	2016/3/21 8:18	197261.0	1	1	1	1	2	50000000.0	50000000.0	50000000.0	50000000.0	0.0	0.0	0.0	0.0	53b87046781339d77fbe4c020534d8eee043ae1b303570719811bae72b424214	53b87046781339d77fbe4c020534d8eee043ae1b303570719811bae72b424214	dc8602bf6a008ead6bb4a5902a578ff4f18ba36fe6f286db016dbcdfda22de33	dc8602bf6a008ead6bb4a5902a578ff4f18ba36fe6f286db016dbcdfda22de33	1	2	-1	1
113BrkZZWuK99EhJYou6AYPB1ddAspNhku	Other	0.0	1692267.0	1692267.0	201.1970082	201.1970082	18164.0	0.0	2	1	1	2020/8/10 21:19	2020/8/10 21:22	185.0	1	1	1	1	1	1692267.0	1692267.0	1692267.0	1692267.0	0.0	0.0	0.0	0.0	4dc4c03f7bf5eecd31844bc32acd5b92362f12d3b7c89ca0968b8fc042127a1e	4dc4c03f7bf5eecd31844bc32acd5b92362f12d3b7c89ca0968b8fc042127a1e	d3f49f7e7b3ff9d1f32f2defe7ffe3469a8973503d1cc174eb60835642178506	d3f49f7e7b3ff9d1f32f2defe7ffe3469a8973503d1cc174eb60835642178506	3	1	-1	-1
113DQh713pR9rsEWTgae9DGfVzY5f17Sbj	Ransomware	0.0	200000000.0	200000000.0	1220.8	1226.4	7960.342857	0.0	2	1	1	2016/9/6 15:56	2016/9/7 6:31	52497.0	1	1	1	1	2	200000000.0	200000000.0	200000000.0	200000000.0	0.0	0.0	0.0	0.0	df4d6a7117bb19714846586c28f0e8734030153d8d14874eda1fa0da4f488116	df4d6a7117bb19714846586c28f0e8734030153d8d14874eda1fa0da4f488116	c334086ad20e8b849fec71a54eb46b35463d83d148baac7965ad1134d6493591	c334086ad20e8b849fec71a54eb46b35463d83d148baac7965ad1134d6493591	1	2	-1	1
113EN2Wep2eXUY7M7H4XNGGE9evGnVowR4	Other	0.0	37195558.0	37195558.0	3864.692867	3975.758804	5599.381579	0.0	2	1	1	2020/9/11 10:25	2020/9/25 0:07	1172552.0	1	1	1	1	2	37195558.0	37195558.0	37195558.0	37195558.0	0.0	0.0	0.0	0.0	ad1620c9a817b76dfb12d4801c537de5099a986302a1556b09310dcaf34d964e	ad1620c9a817b76dfb12d4801c537de5099a986302a1556b09310dcaf34d964e	b00acc3d81938cf150978299e54b1dae2240cbbd4ca1e803346d61374bb14de2	b00acc3d81938cf150978299e54b1dae2240cbbd4ca1e803346d61374bb14de2	2	30	1	-1
113FQHpqfm3sRtenXK56hoKAENCNHVun4W	Ransomware	2487.0	46873.0	44386.0	26.43370553	25.42940519	916.0	0.0	3	1	2	2021/11/28 22:34	2022/4/16 17:42	11992101.0	2	1	2	1	2	44386.0	44386.0	44386.0	2487.0	438881550.3	0.0	149.1464367	0.0	3ffdda7d70d11885caa72e1d3f9ead6877c804585aa082d982950dff82853360	3ffdda7d70d11885caa72e1d3f9ead6877c804585aa082d982950dff82853360	2d66f8d31aae02211e10b8d6e62c0b44a435a70146933d97d7c9fcd3966d8119	d3ab02bc782d501ff44574f2f99d4fbc5d0e5801b2e4c0638926612e27760230	2	2	-1	-1
113HigVLtqGefKoSAzfs5Nxp4r4FVEAxiS	Trust trading scam	0.0	245160755.0	245160755.0	81892.85531	82336.70944	202076.747	20622668.35	108	53	55	2021/3/12 8:22	2023/11/11 22:04	84202907.0	55	55	49	44	67	20100000.0	10000.0	20100000.0	10000.0	26200000000000.0	26300000000000.0	4869325.276	5020223.416	932c60ac8ef2531bc4ae67a6c38a2af24c9d5861cecb05943d2088b0659d395d	cbb1adb486dc6818a003f6d5d6593706e76e65188fb045bfc802aa42d95e5dea	87b435f563a7ce830069d46827e1382746b18fd75e0023173ef68578e182922c	1e89b28f3011ec078019dc0b986d567ae00760e10689a6e85c1ac4202d958ba8	70	73	-1	-1
113J6BsmY68PpfYtJiUze2ZmmW8rb9FCKx	Darknet Market	0.0	59297139.0	59297139.0	6234.305617	6206.38297	403370.4	56372921.23	131	62	69	2018/12/7 5:39	2021/8/31 12:24	86251534.0	69	69	52	51	61	7730834.0	2883.0	7730834.0	2883.0	1710000000000.0	1820000000000.0	17952.82529	18267.39351	f69ba982fadfe3529c81d670e76431a7eecc7064d4135521219ac8c1aa422f0e	e9ba1f44ecf9441d5b2bd598e20884b056c76db2d5c7f4c3191630d573fdd14f	2fa8ceb8d3b660bfe5c5541fab711881924c78cdcecfb71f378058aaee1c546f	bfbfcd35c586186b3081b0cb47c61b870ab5a6becf3e4c334c9e3e9a80f79265	299	106	1	-1
113Kjr6toMjFfTYPQmL897Cat1KpbDR5Qo	Trust trading scam	0.0	282000.0	282000.0	22.839938	33.600018	30247.6	0.0	3	1	2	2019/11/3 6:54	2020/9/1 19:21	26224010.0	2	2	2	1	3	172000.0	110000.0	172000.0	110000.0	961000000.0	961000000.0	1.694784782	13.64282132	eba23b16f36c6a2bcbe1e4c10be17c9187925d356af037105d0677841941db8d	eba23b16f36c6a2bcbe1e4c10be17c9187925d356af037105d0677841941db8d	8ea81e216b4c2c5aa84b5890ac03b8b09c4c7b9e4adc8a96242912ed468b3125	592bd5ea6b27205e25e90af8d8f4392441002f28d2fae747ce2185a20004c22a	2	2	1	-1
